image1,image2,label
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00010.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00055.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00072.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00048.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00019.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00060.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00079.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00028.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00090.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00018.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00083.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00030.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00030.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00059.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00018.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00085.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00046.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00026.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00062.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00052.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00067.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00080.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00055.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00092.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00030.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00067.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00044.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00085.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00051.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00061.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00067.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00062.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00075.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00096.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00062.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00075.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00099.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00070.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00016.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00032.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00020.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00046.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00022.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00038.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00046.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00078.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00083.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00073.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00062.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00091.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00032.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00055.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00072.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00077.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00042.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00091.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00078.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00095.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00061.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00073.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00027.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00051.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00057.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00083.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00024.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00018.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00056.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00077.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00032.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00071.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00062.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00097.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00047.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00084.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00082.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00060.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00019.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00090.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00069.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00046.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00054.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00075.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00065.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00017.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00031.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00084.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00098.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00062.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00022.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00061.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00052.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00076.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00035.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00058.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00018.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00025.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00071.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00087.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00085.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00058.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00026.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00034.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00077.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00045.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00039.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00038.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00042.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00038.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00096.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00031.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00018.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00099.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00086.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00098.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00016.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00043.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00058.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00069.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00055.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00070.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00054.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00081.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00015.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00076.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00038.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00042.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00036.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00021.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00027.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00038.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00029.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00036.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00050.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00059.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00076.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00086.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00019.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00074.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00037.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00084.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00013.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00062.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00025.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00050.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00040.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00043.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00079.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00026.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00025.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00037.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00017.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00091.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00023.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00036.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00050.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00056.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00037.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00094.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00041.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00091.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00096.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00083.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00032.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00041.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00079.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00040.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00035.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00060.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00016.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00052.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00014.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00059.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00027.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00084.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00016.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00073.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00029.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00087.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00013.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00050.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00069.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00087.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00053.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00081.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00039.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00049.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00070.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00066.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00021.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00068.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00082.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00093.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00059.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00063.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00066.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00030.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00068.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00099.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00057.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00077.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00031.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00071.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00036.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00062.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00077.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00050.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00028.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00062.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00033.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00048.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00049.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00066.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00044.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00078.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00022.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00098.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00013.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00070.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00068.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00083.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00059.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00082.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00068.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00087.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00013.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00063.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00016.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00030.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00062.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00025.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00071.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00080.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00042.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00080.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00058.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00097.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00084.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00036.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00039.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00073.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00017.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00058.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00031.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00024.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00010.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00090.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00090.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00051.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00047.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00012.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00077.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00097.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00018.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00080.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00026.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00096.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00020.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00022.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00080.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00049.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00080.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00017.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00075.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00087.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00033.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00013.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00014.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00061.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00041.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00083.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00082.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00070.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00054.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00090.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00063.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00088.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00043.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00031.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00036.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00051.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00052.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00059.png,1
